transaction_id,product_id,store_id,quantity_sold,sale_price,timestamp
365065,72,1,16,42.99,2023-01-01 20:05:00
365066,73,1,42,39.66,2023-01-01 10:40:00
365067,74,1,13,14.6,2023-01-01 10:29:00
365068,75,1,24,141.56,2023-01-01 09:57:00
365069,76,1,10,73.19,2023-01-01 11:02:00
365070,77,1,8,63.15,2023-01-01 09:19:00
365071,78,1,23,59.07,2023-01-01 14:54:00
365072,79,1,29,47.71,2023-01-01 11:17:00
365073,80,1,14,84.09,2023-01-01 10:45:00
365074,81,1,30,78.96,2023-01-01 13:40:00
365075,82,1,18,95.52,2023-01-01 12:23:00
365076,83,1,15,66.6,2023-01-01 13:53:00
365077,84,1,31,112.62,2023-01-01 14:52:00
365078,85,1,10,86.87,2023-01-01 15:49:00
365079,86,1,6,122.17,2023-01-01 09:06:00
365080,87,1,33,141.3,2023-01-01 11:44:00
365081,88,1,26,71.11,2023-01-01 12:31:00
365082,89,1,6,54.64,2023-01-01 12:06:00
365083,90,1,10,214.35,2023-01-01 19:38:00
365084,91,1,8,46.74,2023-01-01 13:43:00
365085,92,1,30,43.07,2023-01-01 09:35:00
365086,93,1,26,55.66,2023-01-01 21:22:00
365087,94,1,24,24.89,2023-01-01 12:42:00
365088,95,1,6,87.46,2023-01-01 17:05:00
365089,96,1,7,64.04,2023-01-01 08:17:00
365090,97,1,34,64.81,2023-01-01 11:22:00
365091,98,1,7,54.35,2023-01-01 20:25:00
365092,99,1,19,92.4,2023-01-01 12:22:00
365093,100,1,30,173.22,2023-01-01 14:26:00
365094,101,1,9,429.89,2023-01-01 11:07:00
365095,102,1,5,463.45,2023-01-01 10:06:00
365096,103,1,8,392.32,2023-01-01 10:42:00
365097,104,1,7,190.34,2023-01-01 14:26:00
365098,105,1,5,220.82,2023-01-01 11:50:00
365099,106,1,8,20.06,2023-01-01 17:48:00
365100,107,1,3,176.69,2023-01-01 11:53:00
365101,108,1,9,271.78,2023-01-01 18:54:00
365102,109,1,2,143.18,2023-01-01 18:10:00
365103,110,1,11,29.68,2023-01-01 19:41:00
365104,111,1,8,54.71,2023-01-01 14:58:00
365105,112,1,3,125.42,2023-01-01 19:15:00
365106,113,1,6,135.52,2023-01-01 17:00:00
365107,114,1,10,65.82,2023-01-01 10:19:00
365108,115,1,3,149.0,2023-01-01 21:28:00
365109,116,1,6,53.45,2023-01-01 10:14:00
365110,117,1,13,58.26,2023-01-01 11:11:00
365111,118,1,13,93.1,2023-01-01 19:59:00
365112,119,1,7,75.44,2023-01-01 14:44:00
365113,120,1,7,123.53,2023-01-01 16:48:00
365114,121,1,6,198.75,2023-01-01 13:23:00
365115,122,1,12,177.7,2023-01-01 13:04:00
365116,123,1,3,143.68,2023-01-01 14:18:00
365117,124,1,3,165.93,2023-01-01 10:29:00
365118,125,1,9,178.14,2023-01-01 21:58:00
365119,126,1,13,84.06,2023-01-01 21:22:00
365120,127,1,18,96.82,2023-01-01 15:09:00
365121,128,1,11,151.21,2023-01-01 19:21:00
365122,129,1,11,226.86,2023-01-01 20:45:00
365123,130,1,8,181.24,2023-01-01 20:33:00
365124,131,1,5,143.92,2023-01-01 15:33:00
365125,132,1,6,127.89,2023-01-01 16:20:00
365126,133,1,13,92.8,2023-01-01 11:59:00
365127,134,1,7,228.52,2023-01-01 12:24:00
365128,135,1,7,179.56,2023-01-01 12:18:00
365129,136,1,8,192.86,2023-01-01 08:36:00
365130,137,1,12,45.91,2023-01-01 08:25:00
365131,138,1,3,76.92,2023-01-01 10:03:00
365132,139,1,9,84.23,2023-01-01 15:51:00
365133,140,1,15,93.72,2023-01-01 11:51:00
365134,141,1,2,143.49,2023-01-01 09:14:00
365135,142,1,14,94.55,2023-01-01 18:39:00
365136,143,1,8,29.74,2023-01-01 16:52:00
365137,144,1,8,123.36,2023-01-01 20:27:00
365138,145,1,7,94.53,2023-01-01 19:39:00
365139,146,1,9,85.75,2023-01-01 09:53:00
365140,147,1,13,54.32,2023-01-01 11:24:00
365141,148,1,8,24.5,2023-01-01 18:51:00
365142,149,1,12,121.91,2023-01-01 15:48:00
365143,150,1,8,144.6,2023-01-01 18:01:00
365144,151,1,15,34.63,2023-01-01 15:25:00
365145,152,1,6,24.33,2023-01-01 10:34:00
365146,153,1,6,74.61,2023-01-01 16:02:00
365147,154,1,16,187.8,2023-01-01 17:35:00
365148,155,1,8,66.56,2023-01-01 11:51:00
365149,156,1,3,288.94,2023-01-01 19:24:00
365150,157,1,14,324.28,2023-01-01 15:46:00
365151,158,1,9,200.84,2023-01-01 12:21:00
365152,159,1,4,317.8,2023-01-01 19:40:00
365153,160,1,6,175.07,2023-01-01 13:28:00
365154,161,1,10,197.12,2023-01-01 21:10:00
365155,162,1,5,261.86,2023-01-01 07:36:00
365156,163,1,3,218.37,2023-01-01 10:02:00
365157,164,1,4,239.86,2023-01-01 13:09:00
365158,165,1,7,171.6,2023-01-01 14:05:00
365159,166,1,6,181.4,2023-01-01 20:05:00
365160,167,1,10,114.92,2023-01-01 11:59:00
365161,168,1,8,332.0,2023-01-01 13:02:00
365162,169,1,14,288.41,2023-01-01 07:19:00
365163,170,1,14,142.95,2023-01-01 17:14:00
365164,171,1,2,223.82,2023-01-01 19:47:00
365165,172,1,9,92.85,2023-01-01 11:01:00
365166,173,1,4,272.51,2023-01-01 18:39:00
365167,174,1,3,530.04,2023-01-01 11:21:00
365168,175,1,2,198.59,2023-01-01 17:15:00
365169,176,1,14,96.81,2023-01-01 11:25:00
365170,177,1,9,86.85,2023-01-01 16:02:00
365171,178,1,9,186.62,2023-01-01 11:07:00
365172,179,1,2,112.9,2023-01-01 13:20:00
365173,180,1,10,63.52,2023-01-01 13:53:00
365174,181,1,3,198.34,2023-01-01 18:42:00
365175,182,1,10,230.92,2023-01-01 18:24:00
365176,183,1,2,141.66,2023-01-01 09:57:00
365177,184,1,8,144.63,2023-01-01 08:00:00
365178,185,1,10,133.94,2023-01-01 20:58:00
365179,186,1,10,113.69,2023-01-01 18:14:00
365180,187,1,3,198.22,2023-01-01 08:24:00
365181,188,1,2,278.72,2023-01-01 19:41:00
365182,189,1,8,167.75,2023-01-01 16:15:00
365183,190,1,2,92.21,2023-01-01 11:07:00
365184,191,1,3,76.61,2023-01-01 17:13:00
365185,192,1,5,178.63,2023-01-01 15:32:00
365186,193,1,9,195.1,2023-01-01 17:06:00
365187,194,1,7,230.64,2023-01-01 12:04:00
365188,195,1,4,230.25,2023-01-01 10:14:00
365189,196,1,5,397.53,2023-01-01 18:07:00
365190,197,1,9,184.91,2023-01-01 07:08:00
365191,198,1,3,350.21,2023-01-01 19:22:00
365192,199,1,6,140.94,2023-01-01 16:18:00
365193,200,1,6,286.51,2023-01-01 17:46:00
365194,1,2,38,266.43,2023-01-01 15:57:00
365195,2,2,10,318.89,2023-01-01 10:31:00
365196,3,2,14,370.4,2023-01-01 15:13:00
365197,4,2,22,565.43,2023-01-01 12:56:00
365198,5,2,23,430.02,2023-01-01 09:01:00
365199,6,2,17,159.31,2023-01-01 12:50:00
365200,7,2,24,147.85,2023-01-01 18:43:00
365201,8,2,32,107.64,2023-01-01 08:06:00
365202,9,2,18,126.79,2023-01-01 14:48:00
365203,10,2,34,126.61,2023-01-01 11:13:00
365204,11,2,42,137.73,2023-01-01 20:40:00
365205,12,2,10,145.3,2023-01-01 07:37:00
365206,13,2,35,467.12,2023-01-01 20:18:00
365207,14,2,27,45.26,2023-01-01 11:04:00
365208,15,2,16,28.63,2023-01-01 07:36:00
365209,16,2,7,21.45,2023-01-01 10:37:00
365210,17,2,6,37.41,2023-01-01 19:39:00
365211,18,2,34,42.12,2023-01-01 09:02:00
365212,19,2,13,64.23,2023-01-01 11:11:00
365213,20,2,22,56.0,2023-01-01 11:26:00
365214,21,2,29,69.36,2023-01-01 14:56:00
365215,22,2,20,28.08,2023-01-01 16:42:00
365216,23,2,17,51.51,2023-01-01 09:53:00
365217,24,2,20,113.45,2023-01-01 15:25:00
365218,25,2,14,93.73,2023-01-01 17:59:00
365219,26,2,11,213.11,2023-01-01 10:30:00
365220,27,2,6,59.3,2023-01-01 12:22:00
365221,28,2,21,316.16,2023-01-01 15:02:00
365222,29,2,19,576.96,2023-01-01 08:34:00
365223,30,2,13,113.54,2023-01-01 13:33:00
365224,31,2,24,189.61,2023-01-01 21:34:00
365225,32,2,22,69.97,2023-01-01 11:37:00
365226,33,2,14,25.62,2023-01-01 10:36:00
365227,34,2,21,21.36,2023-01-01 14:42:00
365228,35,2,9,151.44,2023-01-01 11:53:00
365229,36,2,7,30.68,2023-01-01 18:35:00
365230,37,2,22,41.05,2023-01-01 14:56:00
365231,38,2,9,37.44,2023-01-01 15:04:00
365232,39,2,36,31.11,2023-01-01 09:13:00
365233,40,2,14,43.87,2023-01-01 09:42:00
365234,41,2,9,113.77,2023-01-01 19:19:00
365235,42,2,20,64.78,2023-01-01 10:31:00
365236,43,2,13,20.15,2023-01-01 13:54:00
365237,44,2,19,20.28,2023-01-01 10:46:00
365238,45,2,33,19.69,2023-01-01 12:27:00
365239,46,2,34,79.23,2023-01-01 17:09:00
365240,47,2,34,71.6,2023-01-01 19:59:00
365241,48,2,15,53.52,2023-01-01 20:26:00
365242,49,2,8,59.97,2023-01-01 17:44:00
365243,50,2,13,119.62,2023-01-01 10:47:00
365244,51,2,8,82.56,2023-01-01 17:42:00
365245,52,2,15,76.38,2023-01-01 17:22:00
365246,53,2,16,110.65,2023-01-01 11:50:00
365247,54,2,26,69.98,2023-01-01 14:33:00
365248,55,2,24,47.31,2023-01-01 14:04:00
365249,56,2,19,213.43,2023-01-01 13:57:00
365250,57,2,26,241.04,2023-01-01 12:07:00
365251,58,2,24,127.44,2023-01-01 09:17:00
365252,59,2,18,192.07,2023-01-01 18:43:00
365253,60,2,12,207.66,2023-01-01 13:31:00
365254,61,2,15,287.58,2023-01-01 13:03:00
365255,62,2,30,288.43,2023-01-01 18:40:00
365256,63,2,11,320.84,2023-01-01 19:14:00
365257,64,2,28,139.03,2023-01-01 20:05:00
365258,65,2,23,143.31,2023-01-01 20:29:00
365259,66,2,35,30.19,2023-01-01 12:53:00
365260,67,2,10,35.85,2023-01-01 09:16:00
365261,68,2,8,271.45,2023-01-01 11:19:00
365262,69,2,15,166.78,2023-01-01 11:21:00
365263,70,2,21,44.19,2023-01-01 17:33:00
365264,71,2,20,40.84,2023-01-01 10:41:00
365265,72,2,16,42.71,2023-01-01 18:21:00
365266,73,2,8,40.98,2023-01-01 19:06:00
365267,74,2,42,15.41,2023-01-01 18:12:00
365268,75,2,8,146.74,2023-01-01 11:27:00
365269,76,2,23,73.2,2023-01-01 12:39:00
365270,77,2,34,65.23,2023-01-01 18:59:00
365271,78,2,21,57.45,2023-01-01 17:20:00
365272,79,2,22,48.89,2023-01-01 19:46:00
365273,80,2,8,84.97,2023-01-01 18:59:00
365274,81,2,25,80.24,2023-01-01 14:29:00
365275,82,2,19,96.66,2023-01-01 18:56:00
365276,83,2,11,65.87,2023-01-01 19:00:00
365277,84,2,13,114.72,2023-01-01 18:54:00
365278,85,2,28,84.27,2023-01-01 12:03:00
365279,86,2,12,126.68,2023-01-01 07:58:00
365280,87,2,19,142.25,2023-01-01 17:11:00
365281,88,2,12,69.79,2023-01-01 15:16:00
365282,89,2,26,54.36,2023-01-01 18:48:00
365283,90,2,15,214.04,2023-01-01 12:24:00
365284,91,2,28,48.0,2023-01-01 10:33:00
365285,92,2,23,40.95,2023-01-01 11:51:00
365286,93,2,8,54.44,2023-01-01 21:21:00
365287,94,2,11,25.65,2023-01-01 10:36:00
365288,95,2,36,88.8,2023-01-01 14:35:00
365289,96,2,18,64.86,2023-01-01 14:36:00
365290,97,2,6,66.84,2023-01-01 19:42:00
365291,98,2,24,53.62,2023-01-01 14:23:00
365292,99,2,13,95.36,2023-01-01 09:42:00
365293,100,2,28,179.43,2023-01-01 11:33:00
365294,101,2,10,434.48,2023-01-01 09:37:00
365295,102,2,11,456.47,2023-01-01 16:02:00
365296,103,2,8,401.1,2023-01-01 15:04:00
365297,104,2,6,196.45,2023-01-01 21:19:00
365298,105,2,11,219.22,2023-01-01 11:48:00
365299,106,2,12,19.75,2023-01-01 12:54:00
365300,107,2,13,171.79,2023-01-01 12:37:00
365301,108,2,14,265.05,2023-01-01 15:07:00
365302,109,2,9,141.77,2023-01-01 13:36:00
365303,110,2,12,29.55,2023-01-01 17:53:00
365304,111,2,7,56.24,2023-01-01 09:17:00
365305,112,2,8,127.32,2023-01-01 08:54:00
365306,113,2,8,134.97,2023-01-01 18:32:00
365307,114,2,11,63.77,2023-01-01 10:34:00
365308,115,2,3,142.4,2023-01-01 20:31:00
365309,116,2,4,55.08,2023-01-01 10:21:00
365310,117,2,12,56.67,2023-01-01 17:42:00
365311,118,2,8,92.8,2023-01-01 17:08:00
365312,119,2,12,74.47,2023-01-01 08:59:00
365313,120,2,4,118.08,2023-01-01 21:45:00
365314,121,2,3,190.3,2023-01-01 14:58:00
365315,122,2,10,174.78,2023-01-01 10:14:00
365316,123,2,9,147.07,2023-01-01 12:31:00
365317,124,2,6,165.52,2023-01-01 20:07:00
365318,125,2,3,169.91,2023-01-01 19:09:00
365319,126,2,6,85.9,2023-01-01 13:44:00
365320,127,2,12,94.3,2023-01-01 15:10:00
365321,128,2,9,157.36,2023-01-01 11:28:00
365322,129,2,13,227.54,2023-01-01 21:34:00
365323,130,2,11,181.25,2023-01-01 17:57:00
365324,131,2,7,142.62,2023-01-01 20:39:00
365325,132,2,12,128.59,2023-01-01 18:26:00
365326,133,2,7,97.67,2023-01-01 17:32:00
365327,134,2,9,241.97,2023-01-01 09:26:00
365328,135,2,8,182.63,2023-01-01 17:51:00
365329,136,2,11,200.79,2023-01-01 13:37:00
365330,137,2,13,45.74,2023-01-01 20:16:00
365331,138,2,10,73.28,2023-01-01 13:19:00
365332,139,2,4,85.55,2023-01-01 13:57:00
365333,140,2,6,96.87,2023-01-01 09:54:00
365334,141,2,5,144.74,2023-01-01 16:01:00
365335,142,2,3,96.86,2023-01-01 10:51:00
365336,143,2,10,30.62,2023-01-01 20:15:00
365337,144,2,6,118.48,2023-01-01 17:06:00
365338,145,2,13,93.65,2023-01-01 12:19:00
365339,146,2,7,84.37,2023-01-01 13:17:00
365340,147,2,5,54.25,2023-01-01 21:25:00
365341,148,2,17,24.69,2023-01-01 11:34:00
365342,149,2,9,124.84,2023-01-01 10:09:00
365343,150,2,11,143.73,2023-01-01 20:53:00
365344,151,2,11,35.34,2023-01-01 12:30:00
365345,152,2,11,25.52,2023-01-01 12:26:00
365346,153,2,8,75.6,2023-01-01 13:14:00
365347,154,2,9,180.37,2023-01-01 18:55:00
365348,155,2,7,63.62,2023-01-01 12:30:00
365349,156,2,5,290.98,2023-01-01 13:54:00
365350,157,2,8,312.24,2023-01-01 17:36:00
365351,158,2,2,200.49,2023-01-01 11:12:00
365352,159,2,11,319.47,2023-01-01 09:29:00
365353,160,2,10,175.67,2023-01-01 10:51:00
365354,161,2,4,194.8,2023-01-01 13:14:00
365355,162,2,2,264.4,2023-01-01 16:31:00
365356,163,2,7,224.77,2023-01-01 18:05:00
365357,164,2,8,242.08,2023-01-01 10:18:00
365358,165,2,1,170.71,2023-01-01 21:48:00
365359,166,2,3,188.78,2023-01-01 13:52:00
365360,167,2,4,115.54,2023-01-01 20:28:00
365361,168,2,11,337.65,2023-01-01 20:33:00
365362,169,2,3,282.55,2023-01-01 21:57:00
365363,170,2,8,147.5,2023-01-01 16:01:00
365364,171,2,3,231.1,2023-01-01 18:39:00
365365,172,2,11,95.52,2023-01-01 10:19:00
365366,173,2,6,272.15,2023-01-01 10:29:00
365367,174,2,9,560.77,2023-01-01 18:36:00
365368,175,2,9,189.18,2023-01-01 18:28:00
365369,176,2,9,95.2,2023-01-01 12:28:00
365370,177,2,2,87.3,2023-01-01 12:33:00
365371,178,2,8,179.61,2023-01-01 19:42:00
365372,179,2,3,117.93,2023-01-01 19:46:00
365373,180,2,7,64.12,2023-01-01 14:19:00
365374,181,2,10,198.26,2023-01-01 20:18:00
365375,182,2,10,237.77,2023-01-01 10:19:00
365376,183,2,9,142.67,2023-01-01 13:45:00
365377,184,2,9,148.89,2023-01-01 08:00:00
365378,185,2,7,137.88,2023-01-01 10:38:00
365379,186,2,3,117.88,2023-01-01 12:58:00
365380,187,2,1,192.01,2023-01-01 15:32:00
365381,188,2,5,287.75,2023-01-01 19:36:00
365382,189,2,7,166.65,2023-01-01 16:34:00
365383,190,2,8,97.3,2023-01-01 10:21:00
365384,191,2,5,74.34,2023-01-01 17:17:00
365385,192,2,8,173.23,2023-01-01 17:11:00
365386,193,2,4,191.5,2023-01-01 08:26:00
365387,194,2,5,228.99,2023-01-01 08:00:00
365388,195,2,2,218.6,2023-01-01 11:53:00
365389,196,2,7,401.28,2023-01-01 17:13:00
365390,197,2,9,188.75,2023-01-01 12:42:00
365391,198,2,6,349.26,2023-01-01 11:28:00
365392,199,2,2,145.02,2023-01-01 10:42:00
365393,200,2,3,286.97,2023-01-01 11:33:00
365394,1,3,13,264.37,2023-01-01 12:30:00
365395,2,3,16,308.11,2023-01-01 20:16:00
365396,3,3,26,387.14,2023-01-01 12:26:00
365397,4,3,15,566.14,2023-01-01 18:14:00
365398,5,3,19,424.91,2023-01-01 16:35:00
365399,6,3,30,158.63,2023-01-01 15:40:00
365400,7,3,25,142.55,2023-01-01 08:22:00
365401,8,3,9,107.6,2023-01-01 19:15:00
365402,9,3,13,128.04,2023-01-01 14:01:00
365403,10,3,11,124.68,2023-01-01 14:52:00
365404,11,3,18,131.88,2023-01-01 19:48:00
365405,12,3,19,145.65,2023-01-01 18:52:00
365406,13,3,8,473.41,2023-01-01 13:10:00
365407,14,3,10,44.11,2023-01-01 10:21:00
365408,15,3,18,27.86,2023-01-01 11:22:00
365409,16,3,12,21.62,2023-01-01 12:41:00
365410,17,3,20,38.78,2023-01-01 13:00:00
365411,18,3,40,42.21,2023-01-01 13:39:00
365412,19,3,6,66.28,2023-01-01 12:14:00
365413,20,3,22,55.81,2023-01-01 15:26:00
365414,21,3,37,68.5,2023-01-01 10:24:00
365415,22,3,14,27.43,2023-01-01 15:23:00
365416,23,3,23,51.57,2023-01-01 09:21:00
365417,24,3,13,114.85,2023-01-01 19:35:00
365418,25,3,14,96.41,2023-01-01 21:36:00
365419,26,3,9,218.57,2023-01-01 18:36:00
365420,27,3,36,59.41,2023-01-01 18:33:00
365421,28,3,10,307.93,2023-01-01 11:41:00
365422,29,3,18,550.62,2023-01-01 15:39:00
365423,30,3,16,111.81,2023-01-01 20:40:00
365424,31,3,12,190.11,2023-01-01 17:17:00
365425,32,3,36,73.73,2023-01-01 16:25:00
365426,33,3,17,25.06,2023-01-01 17:16:00
365427,34,3,6,21.47,2023-01-01 11:17:00
365428,35,3,32,157.2,2023-01-01 13:37:00
365429,36,3,36,30.75,2023-01-01 13:05:00
365430,37,3,26,40.39,2023-01-01 12:57:00
365431,38,3,33,38.3,2023-01-01 20:36:00
365432,39,3,22,32.22,2023-01-01 15:34:00
365433,40,3,10,45.29,2023-01-01 13:48:00
365434,41,3,17,116.05,2023-01-01 20:19:00
365435,42,3,14,66.67,2023-01-01 14:24:00
365436,43,3,45,19.71,2023-01-01 12:55:00
365437,44,3,34,20.25,2023-01-01 18:53:00
365438,45,3,9,20.55,2023-01-01 21:46:00
365439,46,3,33,76.6,2023-01-01 19:00:00
365440,47,3,11,72.02,2023-01-01 14:02:00
365441,48,3,17,53.8,2023-01-01 10:07:00
365442,49,3,38,60.93,2023-01-01 12:59:00
365443,50,3,38,120.55,2023-01-01 11:42:00
365444,51,3,18,85.33,2023-01-01 10:01:00
365445,52,3,17,74.58,2023-01-01 14:34:00
365446,53,3,10,110.16,2023-01-01 13:48:00
365447,54,3,20,71.81,2023-01-01 09:12:00
365448,55,3,10,47.55,2023-01-01 10:56:00
365449,56,3,17,223.67,2023-01-01 15:18:00
365450,57,3,11,250.09,2023-01-01 17:09:00
365451,58,3,34,126.63,2023-01-01 12:43:00
365452,59,3,20,200.3,2023-01-01 11:45:00
365453,60,3,34,207.25,2023-01-01 12:47:00
365454,61,3,27,287.0,2023-01-01 12:01:00
365455,62,3,7,293.29,2023-01-01 19:12:00
365456,63,3,22,316.41,2023-01-01 16:37:00
365457,64,3,13,134.88,2023-01-01 09:48:00
365458,65,3,28,136.1,2023-01-01 17:21:00
365459,66,3,12,29.96,2023-01-01 13:17:00
365460,67,3,10,35.91,2023-01-01 18:16:00
365461,68,3,22,272.05,2023-01-01 16:02:00
365462,69,3,34,167.03,2023-01-01 12:21:00
365463,70,3,36,44.64,2023-01-01 21:11:00
365464,71,3,7,39.95,2023-01-01 13:13:00
365465,72,3,26,41.22,2023-01-01 15:44:00
365466,73,3,9,40.01,2023-01-01 20:17:00
365467,74,3,30,15.12,2023-01-01 19:15:00
365468,75,3,19,144.37,2023-01-01 08:25:00
365469,76,3,12,72.18,2023-01-01 17:23:00
365470,77,3,24,65.33,2023-01-01 12:27:00
365471,78,3,22,57.9,2023-01-01 10:57:00
365472,79,3,5,48.87,2023-01-01 18:29:00
365473,80,3,18,86.4,2023-01-01 16:51:00
365474,81,3,16,78.76,2023-01-01 15:27:00
365475,82,3,30,94.77,2023-01-01 21:59:00
365476,83,3,19,64.29,2023-01-01 18:01:00
365477,84,3,19,113.29,2023-01-01 17:15:00
365478,85,3,23,84.03,2023-01-01 20:54:00
365479,86,3,11,126.76,2023-01-01 14:18:00
365480,87,3,16,142.29,2023-01-01 19:05:00
365481,88,3,29,70.43,2023-01-01 19:53:00
365482,89,3,15,56.51,2023-01-01 18:59:00
365483,90,3,8,214.97,2023-01-01 13:18:00
365484,91,3,15,48.39,2023-01-01 17:51:00
365485,92,3,22,41.0,2023-01-01 09:22:00
365486,93,3,31,54.56,2023-01-01 09:29:00
365487,94,3,13,25.63,2023-01-01 12:20:00
365488,95,3,24,92.33,2023-01-01 13:48:00
365489,96,3,34,64.53,2023-01-01 14:20:00
365490,97,3,16,66.62,2023-01-01 21:08:00
365491,98,3,13,53.92,2023-01-01 19:05:00
365492,99,3,29,97.34,2023-01-01 16:22:00
365493,100,3,24,171.35,2023-01-01 15:43:00
365494,101,3,2,432.35,2023-01-01 20:44:00
365495,102,3,15,453.09,2023-01-01 13:29:00
365496,103,3,13,385.5,2023-01-01 11:33:00
365497,104,3,13,198.82,2023-01-01 13:05:00
365498,105,3,4,221.28,2023-01-01 11:48:00
365499,106,3,9,19.92,2023-01-01 11:53:00
365500,107,3,15,170.91,2023-01-01 17:51:00
365501,108,3,5,272.68,2023-01-01 21:06:00
365502,109,3,9,143.98,2023-01-01 14:50:00
365503,110,3,6,29.99,2023-01-01 08:23:00
365504,111,3,3,56.64,2023-01-01 19:40:00
365505,112,3,7,123.41,2023-01-01 08:51:00
365506,113,3,11,134.3,2023-01-01 12:24:00
365507,114,3,6,64.32,2023-01-01 09:58:00
365508,115,3,7,148.18,2023-01-01 10:46:00
365509,116,3,9,54.89,2023-01-01 19:24:00
365510,117,3,8,56.72,2023-01-01 12:19:00
365511,118,3,3,92.63,2023-01-01 17:00:00
365512,119,3,6,74.76,2023-01-01 10:21:00
365513,120,3,6,117.32,2023-01-01 13:37:00
365514,121,3,5,191.9,2023-01-01 10:38:00
365515,122,3,5,171.58,2023-01-01 18:43:00
365516,123,3,12,144.77,2023-01-01 14:23:00
365517,124,3,8,163.59,2023-01-01 17:46:00
365518,125,3,3,179.62,2023-01-01 17:22:00
365519,126,3,10,83.29,2023-01-01 09:08:00
365520,127,3,5,93.32,2023-01-01 15:55:00
365521,128,3,9,157.91,2023-01-01 16:20:00
365522,129,3,7,222.88,2023-01-01 11:21:00
365523,130,3,9,189.58,2023-01-01 13:55:00
365524,131,3,15,141.99,2023-01-01 13:29:00
365525,132,3,5,126.84,2023-01-01 07:27:00
365526,133,3,3,96.02,2023-01-01 19:15:00
365527,134,3,12,234.95,2023-01-01 17:10:00
365528,135,3,13,180.15,2023-01-01 13:53:00
365529,136,3,6,192.73,2023-01-01 16:30:00
